CustomerID,TotalQuantity,TransactionNum,AvgPurchaseAmount,TotalSpent,PercentReturned
12729,231,1,16.42576923076923,427.07,0.0
12731,4878,14,43.35050541516245,12008.09,1.083032490974729
12732,102,1,17.955000000000002,215.46,0.0
12733,124,1,15.77727272727273,347.1,0.0
12734,86,1,26.625,106.5,0.0
12735,362,2,15.905581395348836,683.9399999999999,0.0
12736,74,1,35.4025,141.61,0.0
12738,144,1,12.909090909090908,142.0,0.0
12739,451,2,20.98315789473684,797.36,0.0
12740,321,1,15.216666666666665,410.84999999999997,0.0
12743,314,2,3.908507462686567,523.74,0.0
12744,3260,10,30.585982532751093,7004.1900000000005,3.056768558951965
12747,1159,11,35.67359223300971,3674.38,0.0
12748,18242,224,5.656882809133994,26259.25,0.990952175786299
12749,1334,8,15.543246753246752,3590.49,13.852813852813853
12750,131,1,17.744000000000003,266.16,0.0
12752,1162,1,47.300377358490564,2506.92,0.0
12753,4308,11,42.24,9715.2,14.347826086956522
12754,369,5,3.9646153846153847,257.7,3.076923076923077
12755,13,4,5.941666666666666,35.65,33.33333333333333
12756,92,1,17.0775,68.31,0.0
12757,2270,19,10.235649867374006,3858.84,1.5915119363395225
12758,1695,2,24.626907216494846,2388.81,0.0
12759,880,3,14.975473684210527,1422.67,0.0
12762,855,2,20.75072463768116,1431.8,0.0
12763,240,2,21.326666666666668,383.88,0.0
12764,385,1,33.13622222222222,1491.13,0.0
12766,3416,7,20.75541935483871,6434.18,0.0
12769,348,1,33.908125,1085.06,0.0
12770,272,1,56.599999999999994,679.1999999999999,0.0
12772,545,1,13.845636363636363,761.51,0.0
12775,796,6,18.36358208955224,1230.36,1.4925373134328357
12778,653,7,13.057058823529411,665.91,1.9607843137254901
12779,1688,12,22.100125786163524,3513.92,6.289308176100629
12781,440,5,20.423333333333336,612.7,16.666666666666664
12782,1010,6,18.24570093457944,1952.29,3.7383177570093453
12783,594,8,15.889651162790697,1366.51,2.3255813953488373
12784,296,2,8.937796610169492,527.33,0.0
12785,128,2,17.207333333333334,258.11,6.666666666666667
12787,249,3,21.238,424.76,0.0
12789,4,1,8.45,33.8,0.0
12790,164,1,14.237142857142858,298.98,0.0
12791,24,1,25.5,51.0,0.0
12792,215,1,14.163999999999998,354.09999999999997,0.0
12793,278,2,19.11583333333333,458.78,0.0
12794,571,2,18.569111111111113,835.61,0.0
12795,68,1,22.791428571428572,319.08,0.0
12797,78,3,10.071176470588236,171.21,23.52941176470588
12798,184,3,24.0925,192.74,0.0
12802,295,2,15.20346153846154,395.29,3.8461538461538463
12808,188,3,16.521428571428572,462.6,0.0
12809,216,2,15.836923076923076,411.76,3.8461538461538463
12811,217,3,15.009677419354839,465.3,0.0
12812,161,1,15.199333333333334,227.99,0.0
12814,24,1,24.810000000000002,49.620000000000005,0.0
12815,372,2,18.41191489361702,865.36,0.0
12816,128,2,15.081034482758621,437.35,0.0
12817,52,1,33.21,132.84,0.0
12818,197,2,30.919375000000002,494.71000000000004,12.5
12820,686,4,15.72271186440678,927.64,0.0
12821,69,1,15.328333333333333,91.97,0.0
12822,501,3,18.120212765957447,851.65,2.127659574468085
12823,115,5,175.95000000000002,879.7500000000001,0.0
12824,232,1,15.8848,397.12,0.0
12826,1014,8,15.46,1453.24,3.1914893617021276
12827,197,3,17.206000000000003,430.15000000000003,0.0
12828,490,6,17.85482142857143,999.87,0.0
12829,107,3,10.079166666666666,120.94999999999999,8.333333333333332
12830,873,7,24.12794871794872,940.99,2.564102564102564
12831,109,1,20.33888888888889,183.05,0.0
12832,195,2,14.186296296296295,383.03,0.0
12833,155,1,16.606666666666666,398.56,0.0
12834,110,1,17.354444444444443,312.38,0.0
12836,1023,4,13.520914285714285,2366.16,0.0
12837,24,1,9.741666666666667,116.9,0.0
12838,359,2,5.449430894308943,670.28,0.0
12839,3655,16,17.18129746835443,5429.29,0.6329113924050633
12840,1499,6,23.339913793103445,2707.43,2.586206896551724
12841,2472,26,8.241753986332574,3618.13,4.328018223234624
12842,471,2,25.415588235294116,864.13,0.0
12843,713,9,14.963518518518518,1616.06,4.62962962962963
12844,125,2,6.268461538461539,325.96000000000004,0.0
12845,71,4,5.6792592592592595,153.34,0.0
12847,747,1,8.536923076923078,776.86,0.0
12849,524,2,18.63921568627451,950.6,0.0
12851,109,1,2.5036,125.17999999999999,0.0
12852,143,2,14.207500000000001,284.15000000000003,15.0
12853,616,9,19.95357142857143,1676.1000000000001,7.142857142857142
12854,564,5,10.293304347826087,1183.73,4.3478260869565215
12855,30,1,12.700000000000001,38.1,0.0
12856,1047,8,6.647034700315458,2107.11,0.9463722397476341
12857,343,2,23.395652173913046,1076.2,0.0
12863,91,2,50.29333333333333,301.76,16.666666666666664
12864,58,1,11.986666666666666,35.96,0.0
12865,881,3,15.438125,1482.06,1.0416666666666665
12866,171,1,19.689230769230768,511.92,0.0
12867,3958,10,6.918983666061706,3812.36,2.35934664246824
12868,923,6,14.867570093457946,1590.8300000000002,0.0
12870,-2,1,-6.699999999999999,-13.399999999999999,100.0
12871,149,2,22.935454545454544,252.29,0.0
12872,312,2,8.75939393939394,578.12,0.0
12873,77,1,60.887499999999996,243.54999999999998,0.0
12875,46,2,3.91,7.82,0.0
12876,1254,2,19.150823529411763,1627.82,0.0
12877,1131,12,9.831428571428571,1514.04,0.0
12878,527,3,16.961020408163265,831.09,4.081632653061225
12879,188,4,27.063333333333333,324.76,16.666666666666664
12881,21,1,15.892857142857142,111.25,0.0
12882,209,2,98.77307692307691,1284.05,0.0
12883,195,4,15.94047619047619,669.5,0.0
12884,43,1,22.27857142857143,155.95,0.0
12885,645,4,15.459444444444443,1113.08,1.3888888888888888
12886,692,3,15.08558139534884,1297.3600000000001,4.651162790697675
12888,66,4,40.07,280.49,28.57142857142857
12890,243,1,4.584268292682927,375.90999999999997,0.0
12891,69,3,8.433333333333334,25.3,0.0
12893,96,1,5.533529411764706,188.14,0.0
12895,202,3,13.908333333333333,333.8,8.333333333333332
12897,75,2,41.0625,164.25,0.0
12901,2044,36,20.486159999999998,2560.77,7.199999999999999
12902,66,1,12.158,121.58,0.0
12904,284,2,6.415694444444444,461.93,0.0
12906,1045,5,28.892380952380954,1820.22,0.0
12908,22,4,4.6674999999999995,18.669999999999998,50.0
12909,981,8,14.7528125,1416.27,5.208333333333334
12910,1379,8,35.9528,2696.46,0.0
12912,489,5,52.07708333333333,1249.85,0.0
12913,832,5,33.455999999999996,1672.8,0.0
12915,93,2,15.238636363636363,335.25,0.0
12916,937,5,23.68788990825688,2581.98,1.834862385321101
12917,46,1,113.85000000000001,227.70000000000002,0.0
12919,612,8,23.355384615384615,1214.48,3.8461538461538463
12920,112,1,5.017142857142857,140.48,0.0
12921,8708,50,20.601686909581648,15265.85,2.834008097165992
12922,341,1,14.049642857142857,393.39,0.0
12923,69,1,5.99896551724138,173.97,0.0
12924,283,5,23.214838709677423,719.6600000000001,3.225806451612903
12925,511,2,14.934888888888887,672.0699999999999,0.0
12928,1102,5,22.168928571428573,1862.19,0.0
12929,36,2,10.7,96.3,11.11111111111111
12930,239,4,14.820000000000002,400.14000000000004,7.4074074074074066
12931,1619,20,26.967843137254903,2750.7200000000003,19.607843137254903
12933,316,4,5.156728971962616,551.77,0.9345794392523363
12935,1673,8,15.749692307692309,2047.46,0.7692307692307693
12936,507,5,15.235873015873016,959.86,1.5873015873015872
12937,933,4,11.741416666666668,1408.97,0.0
12938,114,1,11.844444444444443,106.6,0.0
12939,1081,8,55.278297872340424,2598.08,0.0
12940,380,4,7.90242718446602,813.95,3.8834951456310676
12942,203,3,8.522666666666668,639.2,0.0
12943,-1,1,-3.75,-3.75,100.0
12944,286,2,19.468666666666664,584.06,0.0
12945,148,1,18.039130434782606,414.9,0.0
12947,1049,11,13.076796116504855,1346.91,5.825242718446602
12948,1018,8,17.075338983050848,2014.89,1.694915254237288
12949,2286,10,18.479954337899542,4047.11,1.82648401826484
12950,494,3,30.062608695652177,691.44,0.0
12951,497,8,15.869692307692308,1031.53,3.076923076923077
12952,600,5,16.32125,1305.7,1.25
12953,84,1,17.66470588235294,300.3,0.0
12955,2978,14,21.854098360655737,3999.2999999999997,1.639344262295082
12956,34,1,5.237894736842105,99.52,0.0
12957,2434,12,15.807581967213116,3857.05,2.459016393442623
12962,129,2,16.111875,257.79,0.0
12963,842,9,18.764791666666667,1801.42,1.0416666666666665
12965,282,1,6.921192660550458,754.41,0.0
12966,75,1,15.613,156.13,0.0
12967,194,4,23.53939393939394,776.8,42.42424242424242
12968,71,1,26.089999999999996,130.45,0.0
12970,295,4,2.857880794701987,431.54,0.0
12971,4621,89,25.59103896103896,7882.04,0.974025974025974
12974,24,1,16.6625,133.3,0.0
12976,324,1,18.23318181818182,401.13,0.0
12977,12,1,3.071111111111111,27.64,0.0
12980,397,12,81.59916666666668,1958.38,16.666666666666664
12981,241,2,18.583499999999997,371.66999999999996,0.0
12982,265,2,10.945,372.13,17.647058823529413
12984,26,1,24.375,97.5,0.0
12985,926,3,14.121282051282051,1101.46,2.564102564102564
12987,215,3,15.888333333333332,476.65,6.666666666666667
12988,136,1,5.5230434782608695,508.12,0.0
12989,862,19,48.65926470588235,3308.83,5.88235294117647
12990,193,3,30.450000000000003,395.85,0.0
12991,367,2,15.34,475.54,0.0
12993,239,4,15.35074074074074,414.46999999999997,0.0
12994,432,5,12.011780821917808,876.86,16.43835616438356
12995,59,2,24.882,124.41000000000001,40.0
12997,560,7,15.862835820895521,1062.81,11.940298507462686
12999,299,3,13.758928571428571,385.25,0.0
13000,302,3,15.186129032258066,470.77000000000004,0.0
13001,3535,15,19.699005847953217,6737.06,0.8771929824561403
13002,73,1,17.064285714285713,119.44999999999999,0.0
13003,77,3,19.425,116.55000000000001,0.0
13004,4527,22,13.395647921760391,5478.82,1.2224938875305624
13005,165,3,14.936206896551724,433.15,10.344827586206897
13006,53,1,17.0475,68.19,0.0
13008,160,2,14.482666666666665,217.23999999999998,6.666666666666667
13011,13,1,16.85,50.550000000000004,0.0
13012,666,11,12.232897196261684,1308.92,16.822429906542055
13013,2138,15,20.79662162162162,4616.85,1.3513513513513513
13014,856,16,23.598306451612903,2926.19,11.29032258064516
13015,1590,5,16.981363636363636,2988.72,0.0
13016,517,3,15.843617021276595,744.65,0.0
13017,23,1,97.75,97.75,0.0
13018,5089,29,15.267799564270153,7007.92,0.2178649237472767
13021,1226,12,17.844104477611943,2391.11,2.2388059701492535
13023,272,2,16.12525,645.01,0.0
13026,818,8,11.938604651162791,513.36,6.976744186046512
13027,598,6,9.200000000000001,239.20000000000002,0.0
13028,697,3,13.192127659574467,620.03,4.25531914893617
13029,127,3,56.435,564.35,0.0
13030,393,2,7.43040404040404,735.61,0.0
13032,367,3,12.8416,963.12,5.333333333333334
13033,83,1,17.322727272727274,190.55,0.0
13034,367,2,17.155945945945945,634.77,0.0
13035,418,3,21.077333333333335,632.32,10.0
13037,427,3,18.097291666666667,868.67,0.0
13038,354,3,31.81642857142857,890.86,0.0
13040,350,2,15.69581395348837,674.92,0.0
13043,128,2,22.244285714285713,311.41999999999996,7.142857142857142
13044,413,1,15.451818181818183,509.91,0.0
13045,218,1,16.882777777777775,303.89,0.0
13046,261,2,15.39342857142857,538.77,0.0
13047,1318,18,15.349387755102041,3008.48,12.244897959183673
13048,1222,5,13.154014598540146,1802.1,0.7299270072992701
13049,191,2,35.854285714285716,501.96000000000004,0.0
13050,3249,28,12.708436018957347,5362.96,4.502369668246446
13052,199,1,18.40888888888889,331.36,0.0
13055,850,4,14.905,1162.59,2.564102564102564
13058,50,3,32.5,260.0,0.0
13059,35,1,19.15625,153.25,0.0
13060,122,1,20.332,304.98,0.0
13061,106,1,24.776,247.76,0.0
13062,78,1,23.98909090909091,263.88,0.0
